"dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","episodes","censored","model","C","M","a","active","uniform","fam_context","cell_elapsed_secs","sweep","active_prob","active_policy","choice_k_label"
121,272,430,600,770,933,1107,1282,1504,1679,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,282,428,581,757,954,1173,1364,1568,1752,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,274,441,603,763,951,1140,1320,1509,1696,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,269,431,604,757,943,1126,1328,1525,1691,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,264,433,596,761,945,1122,1310,1511,1685,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,272,438,587,757,930,1101,1274,1437,1618,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,267,438,616,792,963,1144,1344,1549,1725,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
135,277,448,608,769,940,1113,1303,1512,1703,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,267,426,578,754,934,1125,1314,1505,1687,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,262,427,584,767,967,1148,1317,1542,1722,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,279,445,620,802,979,1180,1371,1553,1760,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
137,288,445,603,796,1001,1203,1374,1573,1765,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,260,424,569,743,925,1094,1261,1472,1685,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,282,441,602,760,940,1125,1320,1520,1702,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,270,429,593,765,952,1135,1312,1495,1655,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
139,298,464,638,807,977,1150,1346,1547,1723,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,271,442,621,789,975,1159,1373,1549,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,265,430,578,763,941,1153,1342,1535,1697,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,271,428,593,763,944,1140,1329,1533,1707,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,271,437,582,754,954,1121,1330,1535,1734,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
133,286,473,640,795,985,1160,1348,1568,1763,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,272,422,572,728,891,1088,1271,1499,1692,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,262,429,602,774,951,1139,1310,1493,1680,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,278,457,629,789,966,1144,1340,1553,1730,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,294,451,640,813,994,1156,1345,1544,1730,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,264,414,570,739,944,1143,1322,1507,1679,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,278,425,582,745,913,1087,1280,1462,1655,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,263,427,589,771,955,1140,1350,1553,1715,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,268,442,601,766,934,1135,1303,1496,1679,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,263,434,600,781,971,1155,1340,1536,1713,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,297,473,617,800,958,1127,1330,1542,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,270,432,603,775,962,1135,1306,1513,1691,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,279,462,637,818,1008,1198,1374,1540,1711,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,274,434,603,782,953,1152,1319,1522,1707,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
135,277,433,606,769,936,1110,1302,1507,1671,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,279,422,583,757,937,1127,1313,1521,1689,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,259,419,588,760,956,1172,1337,1515,1695,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,268,428,602,772,964,1158,1375,1583,1745,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,285,436,605,777,943,1138,1319,1499,1677,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,269,433,585,765,948,1165,1343,1522,1702,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,276,428,589,774,976,1178,1372,1581,1743,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
141,299,465,642,793,980,1181,1373,1587,1748,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,279,467,640,815,1001,1175,1356,1560,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,276,451,619,786,947,1128,1304,1506,1693,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,279,436,597,761,942,1114,1328,1504,1695,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,277,465,625,807,973,1157,1360,1555,1749,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,284,434,601,777,985,1154,1351,1555,1740,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,259,417,571,743,929,1104,1297,1486,1684,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
117,271,424,595,791,971,1155,1336,1536,1745,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,261,414,585,753,936,1127,1320,1530,1712,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
116,256,412,585,753,909,1110,1290,1495,1682,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,271,431,590,742,901,1088,1315,1506,1687,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
113,260,415,580,752,932,1118,1316,1524,1713,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,299,438,634,814,982,1152,1336,1538,1747,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,277,431,609,796,971,1169,1374,1567,1724,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,270,434,589,765,942,1134,1331,1509,1700,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,260,418,582,753,936,1140,1327,1508,1684,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,266,412,586,760,954,1155,1342,1546,1735,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
116,256,397,564,750,948,1134,1324,1531,1724,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,268,424,587,763,939,1141,1337,1498,1689,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,273,424,585,746,931,1112,1307,1486,1649,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,265,429,598,761,941,1130,1307,1516,1687,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,274,451,631,816,999,1182,1384,1575,1762,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,267,423,583,746,920,1127,1325,1532,1724,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
115,267,411,588,750,922,1098,1274,1440,1622,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,245,411,582,763,930,1121,1306,1505,1693,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,281,442,626,793,984,1162,1343,1540,1715,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,277,448,628,803,961,1148,1334,1541,1715,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,274,438,616,784,966,1177,1358,1557,1732,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,271,431,586,744,919,1116,1321,1514,1690,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,280,436,595,766,935,1114,1284,1488,1681,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,285,437,601,774,944,1129,1303,1524,1716,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,262,417,589,755,954,1126,1323,1504,1696,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,265,409,574,750,942,1131,1328,1511,1686,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,274,435,606,773,933,1101,1289,1487,1663,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,276,442,617,806,979,1154,1356,1554,1730,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,259,409,602,756,930,1130,1341,1548,1714,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,267,415,587,763,948,1116,1296,1486,1673,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,276,446,617,792,962,1148,1345,1557,1770,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,289,455,618,774,983,1167,1369,1549,1716,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,288,434,587,752,921,1098,1292,1485,1675,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,261,419,589,759,919,1098,1301,1509,1690,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
141,291,439,605,781,937,1144,1324,1528,1684,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,267,417,597,776,944,1148,1350,1557,1734,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
145,309,466,639,801,989,1150,1337,1524,1705,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,271,410,563,733,913,1122,1343,1536,1719,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,267,434,589,774,955,1132,1323,1529,1681,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,253,417,596,751,943,1132,1294,1458,1649,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,266,441,593,774,944,1147,1338,1499,1664,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
141,275,427,616,772,948,1143,1315,1490,1686,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
112,258,411,559,725,887,1073,1252,1427,1601,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,287,447,588,765,934,1116,1270,1494,1667,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
140,291,461,625,798,979,1167,1339,1536,1711,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,270,417,586,761,927,1096,1285,1498,1667,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
138,304,451,611,777,945,1128,1325,1531,1712,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
110,253,428,577,740,935,1116,1309,1501,1676,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,258,430,598,765,967,1168,1367,1558,1736,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,289,449,613,777,942,1131,1334,1527,1682,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,293,464,612,790,969,1156,1358,1579,1748,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,283,433,601,763,936,1112,1312,1511,1683,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
117,260,412,573,749,923,1135,1303,1499,1676,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,268,435,621,776,957,1140,1345,1516,1671,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,266,421,583,774,944,1117,1299,1478,1659,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,276,439,588,765,918,1127,1345,1575,1761,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
116,261,419,582,752,935,1116,1302,1491,1661,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
115,255,421,589,771,957,1161,1347,1551,1733,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,267,425,601,772,962,1151,1384,1593,1779,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,281,422,599,774,951,1143,1339,1531,1697,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,276,428,596,758,942,1142,1346,1531,1708,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,288,441,596,772,978,1169,1374,1574,1762,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
142,287,454,612,782,950,1137,1304,1495,1680,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,284,461,633,781,974,1161,1340,1520,1689,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,284,443,616,787,959,1149,1359,1528,1729,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
141,313,457,620,780,949,1144,1344,1521,1684,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,264,435,613,780,983,1179,1351,1537,1724,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,280,448,599,774,971,1153,1334,1545,1722,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,277,427,594,768,944,1124,1332,1525,1706,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,264,425,599,776,956,1147,1347,1553,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
137,295,465,642,825,1009,1216,1423,1606,1759,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
115,262,428,585,758,937,1118,1313,1503,1709,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
115,261,433,598,778,948,1150,1355,1538,1686,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,267,434,595,778,978,1183,1371,1570,1747,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,277,427,593,755,964,1147,1357,1559,1744,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,275,429,589,773,945,1139,1319,1532,1721,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,269,415,585,748,935,1109,1307,1502,1672,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,271,414,588,784,979,1181,1365,1539,1744,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,269,441,605,806,979,1176,1374,1577,1739,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,269,427,597,771,959,1159,1355,1528,1701,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,275,444,599,757,929,1109,1277,1488,1689,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,274,426,592,761,954,1138,1329,1578,1758,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,275,436,586,755,930,1115,1309,1478,1671,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,262,430,602,777,943,1123,1314,1498,1664,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,270,436,589,745,948,1131,1302,1524,1691,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,282,433,606,782,934,1119,1327,1518,1692,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,270,431,601,771,968,1162,1368,1571,1762,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,279,443,614,797,967,1193,1378,1573,1749,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
